"job_title","salary","department_name","salary_rank","salary_percentile","dept_avg_salary","salary_diff_from_avg"
"pharmacist",139564,"sports","4",0.9285714285714286,"92281.813953488372","47282.186046511628"
"financial advisor",140243,"sports","3",0.9523809523809523,"92281.813953488372","47961.186046511628"
"social worker",142483,"sports","2",0.9761904761904762,"92281.813953488372","50201.186046511628"
"safety technician i",147739,"sports","1",1,"92281.813953488372","55457.186046511628"
"vp marketing",40418,"tools","40",0,"93901.025000000000","-53483.025000000000"
"human resources assistant iii",48812,"tools","39",0.02564102564102564,"93901.025000000000","-45089.025000000000"
"pharmacist",52792,"tools","38",0.05128205128205128,"93901.025000000000","-41109.025000000000"
"paralegal",55265,"tools","37",0.07692307692307693,"93901.025000000000","-38636.025000000000"
"help desk operator",57651,"tools","36",0.10256410256410256,"93901.025000000000","-36250.025000000000"
"community outreach specialist",60547,"tools","35",0.1282051282051282,"93901.025000000000","-33354.025000000000"
"software engineer i",60674,"tools","34",0.15384615384615385,"93901.025000000000","-33227.025000000000"
"registered nurse",60793,"tools","33",0.1794871794871795,"93901.025000000000","-33108.025000000000"
"recruiter",62527,"tools","32",0.20512820512820512,"93901.025000000000","-31374.025000000000"
"help desk technician",65563,"tools","31",0.23076923076923078,"93901.025000000000","-28338.025000000000"
"project manager",65650,"tools","30",0.2564102564102564,"93901.025000000000","-28251.025000000000"
"registered nurse",68210,"tools","29",0.28205128205128205,"93901.025000000000","-25691.025000000000"
"financial advisor",71869,"tools","28",0.3076923076923077,"93901.025000000000","-22032.025000000000"
"quality control specialist",72748,"tools","27",0.3333333333333333,"93901.025000000000","-21153.025000000000"
"biostatistician iii",75159,"tools","26",0.358974358974359,"93901.025000000000","-18742.025000000000"
"structural analysis engineer",77293,"tools","25",0.38461538461538464,"93901.025000000000","-16608.025000000000"
"design engineer",77382,"tools","24",0.41025641025641024,"93901.025000000000","-16519.025000000000"
"librarian",78157,"tools","23",0.4358974358974359,"93901.025000000000","-15744.025000000000"
"director of sales",78828,"tools","22",0.46153846153846156,"93901.025000000000","-15073.025000000000"
"account representative iii",82960,"tools","21",0.48717948717948717,"93901.025000000000","-10941.025000000000"
"food chemist",91906,"tools","20",0.5128205128205128,"93901.025000000000","-1995.025000000000"
"gis technical architect",92334,"tools","19",0.5384615384615384,"93901.025000000000","-1567.025000000000"
"health coach iv",93534,"tools","18",0.5641025641025641,"93901.025000000000","-367.025000000000"
"research nurse",94685,"tools","17",0.5897435897435898,"93901.025000000000","783.975000000000"
"product engineer",96739,"tools","16",0.6153846153846154,"93901.025000000000","2837.975000000000"
"senior cost accountant",100741,"tools","15",0.6410256410256411,"93901.025000000000","6839.975000000000"
"structural engineer",115009,"tools","14",0.6666666666666666,"93901.025000000000","21107.975000000000"
"senior sales associate",123843,"tools","13",0.6923076923076923,"93901.025000000000","29941.975000000000"
"teacher",125465,"tools","12",0.717948717948718,"93901.025000000000","31563.975000000000"
"structural analysis engineer",126420,"tools","11",0.7435897435897436,"93901.025000000000","32518.975000000000"
"operator",127223,"tools","10",0.7692307692307693,"93901.025000000000","33321.975000000000"
"nuclear power engineer",130563,"tools","9",0.7948717948717948,"93901.025000000000","36661.975000000000"
"technical writer",131409,"tools","8",0.8205128205128205,"93901.025000000000","37507.975000000000"
"budget/accounting analyst ii",133507,"tools","7",0.8461538461538461,"93901.025000000000","39605.975000000000"
"tax accountant",134931,"tools","6",0.8717948717948718,"93901.025000000000","41029.975000000000"
"employees accountant i",141513,"tools","5",0.8974358974358975,"93901.025000000000","47611.975000000000"
"product engineer",143781,"tools","4",0.9230769230769231,"93901.025000000000","49879.975000000000"
"gis technical architect",145363,"tools","3",0.9487179487179487,"93901.025000000000","51461.975000000000"
"systems administrator iii",146611,"tools","2",0.9743589743589743,"93901.025000000000","52709.975000000000"
"systems administrator i",147166,"tools","1",1,"93901.025000000000","53264.975000000000"
"project manager",44788,"toys","39",0,"105020.717948717949","-60232.717948717949"
"programmer analyst iv",47271,"toys","38",0.02631578947368421,"105020.717948717949","-57749.717948717949"
"database administrator i",58805,"toys","37",0.05263157894736842,"105020.717948717949","-46215.717948717949"
"vp product management",60383,"toys","36",0.07894736842105263,"105020.717948717949","-44637.717948717949"
"civil engineer",60743,"toys","35",0.10526315789473684,"105020.717948717949","-44277.717948717949"
"librarian",73412,"toys","34",0.13157894736842105,"105020.717948717949","-31608.717948717949"
"systems administrator iv",77005,"toys","33",0.15789473684210525,"105020.717948717949","-28015.717948717949"
"occupational therapist",81870,"toys","32",0.18421052631578946,"105020.717948717949","-23150.717948717949"
"compensation analyst",82164,"toys","31",0.21052631578947367,"105020.717948717949","-22856.717948717949"
"structural engineer",87072,"toys","30",0.23684210526315788,"105020.717948717949","-17948.717948717949"
"associate professor",88470,"toys","29",0.2631578947368421,"105020.717948717949","-16550.717948717949"
"cost accountant",90937,"toys","28",0.2894736842105263,"105020.717948717949","-14083.717948717949"
"senior sales associate",92561,"toys","27",0.3157894736842105,"105020.717948717949","-12459.717948717949"
"vp quality control",94016,"toys","26",0.34210526315789475,"105020.717948717949","-11004.717948717949"
"social worker",94072,"toys","25",0.3684210526315789,"105020.717948717949","-10948.717948717949"
"civil engineer",95583,"toys","24",0.39473684210526316,"105020.717948717949","-9437.717948717949"
"teacher",101937,"toys","23",0.42105263157894735,"105020.717948717949","-3083.717948717949"
"accounting assistant i",103806,"toys","22",0.4473684210526316,"105020.717948717949","-1214.717948717949"
"assistant manager",104326,"toys","21",0.47368421052631576,"105020.717948717949","-694.717948717949"
"nuclear power engineer",107709,"toys","20",0.5,"105020.717948717949","2688.282051282051"
"accountant i",110744,"toys","19",0.5263157894736842,"105020.717948717949","5723.282051282051"
"vp quality control",113354,"toys","18",0.5526315789473685,"105020.717948717949","8333.282051282051"
"accountant i",113507,"toys","17",0.5789473684210527,"105020.717948717949","8486.282051282051"
"geological engineer",113599,"toys","16",0.6052631578947368,"105020.717948717949","8578.282051282051"
"account representative iv",116766,"toys","15",0.631578947368421,"105020.717948717949","11745.282051282051"
"executive secretary",118497,"toys","14",0.6578947368421053,"105020.717948717949","13476.282051282051"
"assistant media planner",119385,"toys","13",0.6842105263157895,"105020.717948717949","14364.282051282051"
"database administrator ii",120160,"toys","12",0.7105263157894737,"105020.717948717949","15139.282051282051"
"teacher",128239,"toys","11",0.7368421052631579,"105020.717948717949","23218.282051282051"
"software consultant",129890,"toys","10",0.7631578947368421,"105020.717948717949","24869.282051282051"
"gis technical architect",131830,"toys","9",0.7894736842105263,"105020.717948717949","26809.282051282051"
"research nurse",133190,"toys","8",0.8157894736842105,"105020.717948717949","28169.282051282051"
"budget/accounting analyst iii",135695,"toys","7",0.8421052631578947,"105020.717948717949","30674.282051282051"
"analog circuit design manager",138179,"toys","6",0.868421052631579,"105020.717948717949","33158.282051282051"
"environmental specialist",139061,"toys","5",0.8947368421052632,"105020.717948717949","34040.282051282051"
"geological engineer",143595,"toys","4",0.9210526315789473,"105020.717948717949","38574.282051282051"
"registered nurse",144661,"toys","3",0.9473684210526315,"105020.717948717949","39640.282051282051"
"senior financial analyst",148940,"toys","2",0.9736842105263158,"105020.717948717949","43919.282051282051"
"account coordinator",149586,"toys","1",1,"105020.717948717949","44565.282051282051"
